#Position (bp)	mapping quality
384368.0	53.721094370306155
1153103.0	58.028881894215964
1921838.0	58.87315245676275
2690573.0	59.07912952554342
3459308.0	59.71533314102809
4228043.0	59.03675690336462
4996778.0	59.12585576202764
5765513.0	59.8036305671229
6534248.0	58.37250385286006
7302983.0	57.61638828967464
8071718.0	58.77721700984398
8840453.0	53.173765842148015
9609188.0	56.38912254517934
1.0377923E7	54.320249533464725
1.0801324E7	48.03983820667187
1.11856915E7	56.69189522250026
1.1915393E7	58.66165748730624
1.2684128E7	59.52009941396623
1.3452863E7	59.36393684792167
1.4221598E7	59.18417819974827
1.4990333E7	59.271139449284696
1.5759068E7	58.75522466238015
1.6527803E7	58.0779637814327
1.7296538E7	57.59837727722432
1.8065273E7	51.60327984243254
1.8834008E7	52.650831955303396
1.9602743E7	54.14402082355983
2.018777E7	49.36223067213607
2.05721375E7	47.348235371849064
2.1140213E7	47.2912567098439
2.1908948E7	53.815361651327144
2.2677683E7	58.37408940147402
2.3446418E7	57.858796254793766
2.4215153E7	59.43960632632353
2.4983888E7	58.37612916731718
2.5752623E7	57.91929466994305
2.6521358E7	59.205727203364425
2.7290093E7	55.34402370755888
2.8058828E7	54.12704060519779
2.86485735E7	57.23121770463597
2.9032941E7	56.25077682224994
2.9596298E7	58.36931909509172
3.0365033E7	58.490634626205924
3.1133768E7	59.51804718865174
3.1902503E7	59.84295957985472
3.2671238E7	58.69848309753062
3.3439973E7	58.333796826579906
3.4208708E7	57.826487582583916
3.4977443E7	58.45163803861153
3.5659712E7	55.92084470988335
3.60440795E7	52.82119280004655
3.6514913E7	57.713967115963904
3.7283648E7	57.31903802898799
3.8052383E7	58.88423216431459
3.8821118E7	57.43452656595233
3.9589853E7	50.917998979575934
4.0358588E7	59.31951076813205
4.1127323E7	57.53601022011944
4.1896058E7	59.283588491064194
4.2664793E7	58.73667753969865
4.3049519E7	24.837210029632292
4.34338865E7	51.62860636007708
4.4202263E7	47.191139045547764
4.4970998E7	38.948202067393055
