#Position (bp)	Coverage
384368.0	33.037742525057396
1153103.0	34.59779898144354
1921838.0	37.005075871399114
2690573.0	40.64999642269443
3459308.0	35.29477648344358
4228043.0	37.032398680949875
4996778.0	36.84610041171535
5765513.0	39.23036416970738
6534248.0	37.02601546696846
7302983.0	33.21561526403767
8071718.0	30.684014647440275
8840453.0	24.634790922749712
9609188.0	29.854614398980143
1.0377923E7	22.812706589396868
1.0801324E7	28.912933762024927
1.11856915E7	32.09297231086426
1.1915393E7	31.70621865792503
1.2684128E7	38.56668552882333
1.3452863E7	39.61018166208121
1.4221598E7	36.31880687102838
1.4990333E7	38.99519730466285
1.5759068E7	41.80281761595348
1.6527803E7	39.415120945449345
1.7296538E7	35.33055604336995
1.8065273E7	14.771109680188882
1.8834008E7	23.774019655668077
1.9602743E7	25.18640623882092
2.018777E7	19.731370804771267
2.05721375E7	12.707704618198445
2.1140213E7	14.516103728853246
2.1908948E7	20.80827853551614
2.2677683E7	33.98429757979017
2.3446418E7	39.274626496777174
2.4215153E7	37.34899802922984
2.4983888E7	42.88920239094096
2.5752623E7	42.36911029158293
2.6521358E7	40.30312656507119
2.7290093E7	32.75838227737777
2.8058828E7	24.777541025190736
2.86485735E7	29.213216605478678
2.9032941E7	33.15740308789063
2.9596298E7	39.633942776119206
3.0365033E7	41.63963134240018
3.1133768E7	40.57963797667597
3.1902503E7	38.193339707441446
3.2671238E7	36.64598073458344
3.3439973E7	39.09316994803151
3.4208708E7	41.97698946971323
3.4977443E7	33.057991375441475
3.5659712E7	27.963721230003877
3.60440795E7	27.8726146693498
3.6514913E7	33.64531860784275
3.7283648E7	37.49212667564245
3.8052383E7	40.07522097992156
3.8821118E7	41.132469576642144
3.9589853E7	44.940603719096956
4.0358588E7	38.40058927979082
4.1127323E7	39.21657138025457
4.1896058E7	42.47066544387858
4.2664793E7	41.374688286600716
4.3049519E7	107.65271966527196
4.34338865E7	26.824659057470008
4.4202263E7	20.518525889936065
4.4970998E7	17.180430187255688
4.5739733E7	21.96266984071234
4.6508468E7	26.703527223295414
4.7277203E7	20.165449732352503
4.8045938E7	24.838333105686615
4.8668911E7	12.519371934008227
4.90532785E7	34.827890671093975
4.9583408E7	35.144917299199335
5.0352143E7	39.14118649469583
5.1120878E7	41.6746095858781
5.1889613E7	37.158651550924574
5.2658348E7	39.15453179574236
5.3427083E7	41.20522026446044
5.38687855E7	40.840350571204326
5.4253153E7	30.624300337122456
5.4964553E7	29.012298126142298
5.5733288E7	27.889907445348527
5.6502023E7	34.21352741842117
5.7270758E7	35.65800308298699
5.8039493E7	37.46271732131358
5.85039505E7	35.39707204395056
